variant_id,family_id,domain,nonmoral_subdomain,valence,typicality,evocativeness,moral_relevance,flagged,flag_detail,goal,common_action,uncommon_action,outcome_verb
PS-NMG-01-A,PS-NMG-01,Product Safety,aesthetic,NMG,common,low,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMG-01-B,PS-NMG-01,Product Safety,aesthetic,NMG,common,high,2,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMG-01-C,PS-NMG-01,Product Safety,aesthetic,NMG,uncommon,low,1,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMG-01-D,PS-NMG-01,Product Safety,aesthetic,NMG,uncommon,high,1,False,,modernize its toy assembly process to cut production costs,adopted a widely used assembly method common across comparable toy manufacturers,"commissioned a custom, in-house assembly method built specifically for this toy line, an approach rarely used by comparable manufacturers",change the toy's paint color scheme
PS-NMG-02-A,PS-NMG-02,Product Safety,prudential,NMG,common,low,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",decrease the space heater's electricity usage
PS-NMG-02-B,PS-NMG-02,Product Safety,prudential,NMG,common,high,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",decrease the space heater's electricity usage
PS-NMG-02-C,PS-NMG-02,Product Safety,prudential,NMG,uncommon,low,,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",decrease the space heater's electricity usage
PS-NMG-02-D,PS-NMG-02,Product Safety,prudential,NMG,uncommon,high,2,False,,modernize its space heater's internal wiring to cut manufacturing costs,switched to a wiring supplier widely used by industry-standard manufacturers,"commissioned a custom, in-house wiring assembly built specifically for this product line, an approach rarely used by comparable manufacturers",decrease the space heater's electricity usage
WORK-MB-01-A,WORK-MB-01,Workplace,,MB,common,low,9,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",increase employees' risk of exhaustion-related harm
WORK-MB-01-B,WORK-MB-01,Workplace,,MB,common,high,9,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",increase employees' risk of exhaustion-related harm
WORK-MB-01-C,WORK-MB-01,Workplace,,MB,uncommon,low,9,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",increase employees' risk of exhaustion-related harm
WORK-MB-01-D,WORK-MB-01,Workplace,,MB,uncommon,high,9,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",increase employees' risk of exhaustion-related harm
WORK-MB-02-A,WORK-MB-02,Workplace,,MB,common,low,7,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",reduce sales associates' take-home pay below what they had budgeted for
WORK-MB-02-B,WORK-MB-02,Workplace,,MB,common,high,8,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",reduce sales associates' take-home pay below what they had budgeted for
WORK-MB-02-C,WORK-MB-02,Workplace,,MB,uncommon,low,8,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",reduce sales associates' take-home pay below what they had budgeted for
WORK-MB-02-D,WORK-MB-02,Workplace,,MB,uncommon,high,9,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",reduce sales associates' take-home pay below what they had budgeted for
WORK-MG-01-A,WORK-MG-01,Workplace,,MG,common,low,7,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",reduce employees' risk of exhaustion-related harm
WORK-MG-01-B,WORK-MG-01,Workplace,,MG,common,high,7,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",reduce employees' risk of exhaustion-related harm
WORK-MG-01-C,WORK-MG-01,Workplace,,MG,uncommon,low,8,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",reduce employees' risk of exhaustion-related harm
WORK-MG-01-D,WORK-MG-01,Workplace,,MG,uncommon,high,8,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",reduce employees' risk of exhaustion-related harm
WORK-MG-02-A,WORK-MG-02,Workplace,,MG,common,low,,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",increase sales associates' take-home pay
WORK-MG-02-B,WORK-MG-02,Workplace,,MG,common,high,6,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",increase sales associates' take-home pay
WORK-MG-02-D,WORK-MG-02,Workplace,,MG,uncommon,high,,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",increase sales associates' take-home pay
WORK-NEU-01-A,WORK-NEU-01,Workplace,,NEU,common,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the scheduling system's internal record format
WORK-NEU-01-B,WORK-NEU-01,Workplace,,NEU,common,high,1,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the scheduling system's internal record format
WORK-NEU-01-C,WORK-NEU-01,Workplace,,NEU,uncommon,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the scheduling system's internal record format
WORK-NEU-01-D,WORK-NEU-01,Workplace,,NEU,uncommon,high,1,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the scheduling system's internal record format
WORK-NEU-02-A,WORK-NEU-02,Workplace,,NEU,common,low,2,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change the payroll archive's internal file-naming format
WORK-NEU-02-B,WORK-NEU-02,Workplace,,NEU,common,high,1,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change the payroll archive's internal file-naming format
WORK-NEU-02-C,WORK-NEU-02,Workplace,,NEU,uncommon,low,2,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change the payroll archive's internal file-naming format
WORK-NEU-02-D,WORK-NEU-02,Workplace,,NEU,uncommon,high,2,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change the payroll archive's internal file-naming format
WORK-NMB-01-A,WORK-NMB-01,Workplace,procedural,NMB,common,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMB-01-B,WORK-NMB-01,Workplace,procedural,NMB,common,high,0,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMB-01-C,WORK-NMB-01,Workplace,procedural,NMB,uncommon,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMB-01-D,WORK-NMB-01,Workplace,procedural,NMB,uncommon,high,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMB-02-A,WORK-NMB-02,Workplace,procedural,NMB,common,low,3,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change how commission breakdowns are displayed on pay stubs
WORK-NMB-02-B,WORK-NMB-02,Workplace,procedural,NMB,common,high,2,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change how commission breakdowns are displayed on pay stubs
WORK-NMG-01-A,WORK-NMG-01,Workplace,procedural,NMG,common,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMG-01-B,WORK-NMG-01,Workplace,procedural,NMG,common,high,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMG-01-C,WORK-NMG-01,Workplace,procedural,NMG,uncommon,low,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMG-01-D,WORK-NMG-01,Workplace,procedural,NMG,uncommon,high,2,False,,restructure the team's shift schedule to increase quarterly output,adopted a shift-rotation schedule widely used by comparable departments in the industry,"implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments",change the office's seating arrangement
WORK-NMG-02-A,WORK-NMG-02,Workplace,procedural,NMG,common,low,1,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change how commission breakdowns are displayed on pay stubs
WORK-NMG-02-B,WORK-NMG-02,Workplace,procedural,NMG,common,high,,False,,revise the sales team's commission structure to reduce payroll costs,adopted a commission formula widely used by comparable retail chains,"implemented a custom commission formula designed specifically for this store, an approach rarely used by comparable retailers",change how commission breakdowns are displayed on pay stubs
